brands,models,body,variant,fuel,transmission,city,price,mileage,engine_power
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Bangalore,43.78,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Bangalore,15.44,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Bangalore,14.38,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Bangalore,18.14,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Bangalore,15.75,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Bangalore,13.69,18.40 Km/l,1197 cc
Kia,Seltos,SUV5,1.5 GTX Plus AT Diesel,Diesel,Automatic, Chennai,24.63,17.90 Km/l,1482 cc
Kia,Sonet,SUV5,1.2 HTK(O),Petrol,Manual, Chennai,11.22,18.40 Km/l,1197 cc
Kia,Carens,SUV7,1.5 Luxury Plus Turbo iMT 7 STR Petrol,Petrol,Manual, Chennai,21.93,15.70 Km/l,1497 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Chennai,1.4,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Chennai,68.03,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Chennai,81.64,14.85 Km/l,2151 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Chennai,43.41,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Chennai,15.35,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Chennai,14.28,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Chennai,18.02,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Chennai,15.65,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Chennai,13.6,18.40 Km/l,1197 cc
Kia,Carens,SUV7,1.5 Prestige 7 STR Petrol,Petrol,Manual, Delhi,13.91,15.70 Km/l,1497 cc
Kia,Sonet,SUV5,1.2 HTK(O),Petrol,Manual, Delhi,10.66,18.40 Km/l,1197 cc
Kia,Seltos,SUV5,1.5 HTX,Petrol,Manual, Delhi,18.16,17.90 Km/l,1482 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Delhi,1.4,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Delhi,68.05,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Delhi,76.9,14.85 Km/l,2151 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Delhi,41.23,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Delhi,14.67,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Delhi,13.65,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Delhi,16.86,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Delhi,14.95,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Delhi,12.72,18.40 Km/l,1197 cc
Kia,Sonet,SUV5,1.2 HTK(O),Petrol,Manual, Faridabad,10.73,18.40 Km/l,1197 cc
Kia,Seltos,SUV5,1.5 HTX,Petrol,Manual, Faridabad,17.81,17.90 Km/l,1482 cc
Kia,Carens,SUV7,1.5 Prestige(O) 6 STR Petrol,Petrol,Manual, Faridabad,13.62,15.70 Km/l,1497 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Faridabad,1.53,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Faridabad,68.05,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Faridabad,75.26,14.85 Km/l,2151 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Faridabad,40.43,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Faridabad,14.16,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Faridabad,13.13,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Faridabad,16.62,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Faridabad,14.43,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Faridabad,12.55,18.40 Km/l,1197 cc
Kia,Sonet,SUV5,1.0 X Line DCT,Petrol,Automatic, Ghaziabad,17.39,18.40 Km/l,1197 cc
Kia,Seltos,SUV5,1.5 HTK Plus iMT GDi,Petrol,Manual, Ghaziabad,18.39,17.90 Km/l,1482 cc
Kia,Carens,SUV7,1.5 Prestige 7 STR Petrol,Petrol,Manual, Ghaziabad,13.98,15.70 Km/l,1497 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Ghaziabad,1.4,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Ghaziabad,68.05,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Ghaziabad,75.26,14.85 Km/l,2151 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Ghaziabad,40.4,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Ghaziabad,14.38,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Ghaziabad,13.35,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Ghaziabad,16.88,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Ghaziabad,14.66,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Ghaziabad,12.74,18.40 Km/l,1197 cc
Kia,Sonet,SUV5,1.2 HTK(O),Petrol,Manual, Gurgaon,10.73,18.40 Km/l,1197 cc
Kia,Seltos,SUV5,1.5 HTX,Petrol,Manual, Gurgaon,17.81,17.90 Km/l,1482 cc
Kia,Carens,SUV7,1.5 Prestige(O) 6 STR Petrol,Petrol,Manual, Gurgaon,13.62,15.70 Km/l,1497 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Gurgaon,1.53,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Gurgaon,68.05,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Gurgaon,75.26,14.85 Km/l,2151 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Gurgaon,40.43,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Gurgaon,14.16,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Gurgaon,13.13,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Gurgaon,16.62,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Gurgaon,14.43,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Gurgaon,12.55,18.40 Km/l,1197 cc
Kia,Sonet,SUV5,1.5 GTX Plus AT,Diesel,Automatic, Hyderabad,19.05,18.40 Km/l,1197 cc
Kia,Seltos,SUV5,1.5 HTK Plus iMT GDi,Petrol,Manual, Hyderabad,19.23,17.90 Km/l,1482 cc
Kia,Carens,SUV7,1.5 Premium(O) Turbo iMT 7 STR Petrol,Petrol,Manual, Hyderabad,15.41,15.70 Km/l,1497 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Hyderabad,1.59,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Hyderabad,77.93,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Hyderabad,80.35,14.85 Km/l,2151 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Hyderabad,42.72,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Hyderabad,15.22,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Hyderabad,14.14,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Hyderabad,17.87,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Hyderabad,15.51,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Hyderabad,13.48,18.40 Km/l,1197 cc
Kia,Carens,SUV6,1.5 Prestige(O) 6 STR Petrol,Petrol,Manual, Jaipur,14.02,15.70 Km/l,1497 cc
Kia,Sonet,SUV5,1.5 X Line AT,Diesel,Automatic, Jaipur,18.4,18.40 Km/l,1197 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Jaipur,1.4,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Jaipur,68.03,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Jaipur,76.52,14.85 Km/l,2151 cc
Kia,Seltos,SUV5,1.5 GTX Plus DCT GDi,Petrol,Automatic, Jaipur,23.26,17.90 Km/l,1482 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Jaipur,41.21,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Jaipur,14.85,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Jaipur,13.94,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Jaipur,17.11,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Jaipur,15.14,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Jaipur,12.75,18.40 Km/l,1197 cc
Kia,Carens,SUV7,1.5 Gravity Diesel,Diesel,Manual, Mumbai,17.21,15.70 Km/l,1497 cc
Kia,Seltos,SUV5,1.5 HTK,Petrol,Manual, Mumbai,15.01,17.90 Km/l,1482 cc
Kia,Sonet,SUV5,1.2 HTE(O),Petrol,Manual, Mumbai,10.13,18.40 Km/l,1197 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Mumbai,1.4,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Mumbai,68.03,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Mumbai,78.63,14.85 Km/l,2151 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Mumbai,40.36,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Mumbai,14.37,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.0 GTX Plus iMT,Petrol,Manual, Mumbai,15.54,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Mumbai,16.58,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Mumbai,14.65,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Mumbai,12.51,18.40 Km/l,1197 cc
Kia,Sonet,SUV5,1.0 X Line DCT,Petrol,Automatic, Noida,17.39,18.40 Km/l,1197 cc
Kia,Seltos,SUV5,1.5 HTK Plus iMT GDi,Petrol,Manual, Noida,18.39,17.90 Km/l,1482 cc
Kia,Carens,SUV7,1.5 Prestige 7 STR Petrol,Petrol,Manual, Noida,13.98,15.70 Km/l,1497 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Noida,1.4,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Noida,68.05,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Noida,75.26,14.85 Km/l,2151 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Noida,40.4,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Noida,14.38,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Noida,13.35,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Noida,16.88,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Noida,14.66,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Noida,12.74,18.40 Km/l,1197 cc
Kia,Sonet,SUV5,1.2 HTE,Petrol,Manual, Pune,9.34,18.40 Km/l,1197 cc
Kia,Seltos,SUV5,1.5 HTX,Petrol,Manual, Pune,18.49,17.90 Km/l,1482 cc
Kia,Carens,SUV7,1.5 Prestige Plus(O) AT 7 STR Diesel,Diesel,Automatic, Pune,20.13,15.70 Km/l,1497 cc
Kia,EV9,SUV6,GT-Line AWD,Electric,Automatic, Pune,1.4,561.00 Km/full charge,99800 watt
Kia,EV6,SUV5,GT Line AWD,Electric,Automatic, Pune,68.03,708.00 Km/full charge,77400 watt
Kia,Carnival,SUV7,Limousine Plus,Diesel,Automatic, Pune,78.63,14.85 Km/l,2151 cc
Kia,Carnival (2020-2023),SUV7,Limousine 7 Seater,Diesel,Automatic, Pune,40.36,14.11 Km/l,2199 cc
Kia,Carens (2022-2023),SUV6,1.5 Premium 7 STR Diesel,Diesel,Manual, Pune,14.37,15.70 Km/l,1497 cc
Kia,Sonet (2023-2024),SUV5,1.5 HTK Plus iMT Diesel,Diesel,Manual, Pune,13.91,18.40 Km/l,1197 cc
Kia,Seltos (2022-2023),SUV5,1.5 HTX IVT,Petrol,Automatic, Pune,16.58,18.00 Km/l,1493 cc
Kia,Seltos (2023-2023),SUV5,1.5 HTE iMT Diesel,Diesel,Manual, Pune,14.65,21.00 Km/l,1493 cc
Kia,Sonet (2020-2023),SUV5,1.0 HTK Plus DCT,Petrol,Automatic, Pune,12.51,18.40 Km/l,1197 cc
Honda,City,Sedan5,1.5 ZX-R,Petrol,Manual, Bangalore,19.05,17.80 Km/l,1498 cc
Honda,Amaze (2021-2024),Sedan5,1.2 VX-R CVT Petrol,Petrol,Automatic, Bangalore,11.97,18.60 Km/l,1199 cc
Honda,Elevate,SUV5,V-R CVT,Petrol,Automatic, Bangalore,17.35,15.31 Km/l,1498 cc
Honda,Amaze,Sedan5,V,Petrol,Manual, Bangalore,9.74,18.60 Km/l,1199 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Bangalore,16.86,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Bangalore,11.95,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Bangalore,11.23,16.50 Km/l,1199 cc
Honda,Amaze,Sedan5,VX CVT,Petrol,Automatic, Chennai,12.06,18.60 Km/l,1199 cc
Honda,Amaze (2021-2024),Sedan5,1.2 S CVT Petrol,Petrol,Automatic, Chennai,10.6,18.60 Km/l,1199 cc
Honda,City,Sedan5,1.5 V,Petrol,Manual, Chennai,16.03,17.80 Km/l,1498 cc
Honda,Elevate,SUV5,ZX,Petrol,Manual, Chennai,19.17,15.31 Km/l,1498 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Chennai,16.75,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Chennai,11.71,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Chennai,11.01,16.50 Km/l,1199 cc
Honda,City,Sedan5,1.5 SV-R,Petrol,Manual, Delhi,14.31,17.80 Km/l,1498 cc
Honda,Amaze (2021-2024),Sedan5,1.2 S-R MT Petrol,Petrol,Manual, Delhi,8.71,18.60 Km/l,1199 cc
Honda,Elevate,SUV5,SV-R,Petrol,Manual, Delhi,13.98,15.31 Km/l,1498 cc
Honda,Amaze,Sedan5,V,Petrol,Manual, Delhi,9.17,18.60 Km/l,1199 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Delhi,15.67,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Delhi,11.11,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Delhi,10.44,16.50 Km/l,1199 cc
Honda,City,Sedan5,1.5 SV-R,Petrol,Manual, Faridabad,14.05,17.80 Km/l,1498 cc
Honda,Amaze (2021-2024),Sedan5,1.2 S-R MT Petrol,Petrol,Manual, Faridabad,8.78,18.60 Km/l,1199 cc
Honda,Elevate,SUV5,SV-R,Petrol,Manual, Faridabad,13.73,15.31 Km/l,1498 cc
Honda,Amaze,Sedan5,V,Petrol,Manual, Faridabad,9.26,18.60 Km/l,1199 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Faridabad,15.45,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Faridabad,11.25,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Faridabad,10.58,16.50 Km/l,1199 cc
Honda,Amaze (2021-2024),Sedan5,1.2 S-R MT Petrol,Petrol,Manual, Ghaziabad,8.78,18.60 Km/l,1199 cc
Honda,City,Sedan5,1.5 SV-R,Petrol,Manual, Ghaziabad,14.29,17.80 Km/l,1498 cc
Honda,Elevate,SUV5,SV-R,Petrol,Manual, Ghaziabad,13.97,15.31 Km/l,1498 cc
Honda,Amaze,Sedan5,V,Petrol,Manual, Ghaziabad,9.26,18.60 Km/l,1199 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Ghaziabad,15.69,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Ghaziabad,11.23,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Ghaziabad,10.55,16.50 Km/l,1199 cc
Honda,City,Sedan5,1.5 SV-R,Petrol,Manual, Gurgaon,14.05,17.80 Km/l,1498 cc
Honda,Amaze (2021-2024),Sedan5,1.2 S-R MT Petrol,Petrol,Manual, Gurgaon,8.78,18.60 Km/l,1199 cc
Honda,Elevate,SUV5,SV-R,Petrol,Manual, Gurgaon,13.73,15.31 Km/l,1498 cc
Honda,Amaze,Sedan5,V,Petrol,Manual, Gurgaon,9.26,18.60 Km/l,1199 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Gurgaon,15.45,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Gurgaon,11.25,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Gurgaon,10.58,16.50 Km/l,1199 cc
Honda,Amaze (2021-2024),Sedan5,1.2 VX-R CVT Petrol,Petrol,Automatic, Hyderabad,11.89,18.60 Km/l,1199 cc
Honda,City,Sedan5,1.5 V-R,Petrol,Manual, Hyderabad,15.77,17.80 Km/l,1498 cc
Honda,Elevate,SUV5,ZX-R,Petrol,Manual, Hyderabad,19.04,15.31 Km/l,1498 cc
Honda,Amaze,Sedan5,VX CVT,Petrol,Automatic, Hyderabad,12.15,18.60 Km/l,1199 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Hyderabad,16.61,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Hyderabad,11.8,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Hyderabad,11.09,16.50 Km/l,1199 cc
Honda,Amaze,Sedan5,VX CVT,Petrol,Automatic, Jaipur,11.78,18.60 Km/l,1199 cc
Honda,Amaze (2021-2024),Sedan5,1.2 S CVT Petrol,Petrol,Automatic, Jaipur,10.35,18.60 Km/l,1199 cc
Honda,City,Sedan5,1.5 V,Petrol,Manual, Jaipur,15.23,17.80 Km/l,1498 cc
Honda,Elevate,SUV5,ZX,Petrol,Manual, Jaipur,18.19,15.31 Km/l,1498 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Jaipur,15.9,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Jaipur,11.43,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Jaipur,10.74,16.50 Km/l,1199 cc
Honda,Amaze,Sedan5,VX,Petrol,Manual, Mumbai,10.91,18.60 Km/l,1199 cc
Honda,City,Sedan5,1.5 V-R CVT,Petrol,Automatic, Mumbai,17.14,17.80 Km/l,1498 cc
Honda,Elevate,SUV5,ZX-R CVT,Petrol,Automatic, Mumbai,19.84,15.31 Km/l,1498 cc
Honda,Amaze (2021-2024),Sedan5,1.2 VX-R CVT Petrol,Petrol,Automatic, Mumbai,11.68,18.60 Km/l,1199 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Mumbai,15.97,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Mumbai,11.52,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Mumbai,10.83,16.50 Km/l,1199 cc
Honda,Amaze (2021-2024),Sedan5,1.2 S-R MT Petrol,Petrol,Manual, Noida,8.78,18.60 Km/l,1199 cc
Honda,City,Sedan5,1.5 SV-R,Petrol,Manual, Noida,14.29,17.80 Km/l,1498 cc
Honda,Elevate,SUV5,SV-R,Petrol,Manual, Noida,13.97,15.31 Km/l,1498 cc
Honda,Amaze,Sedan5,V,Petrol,Manual, Noida,9.26,18.60 Km/l,1199 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Noida,15.69,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Noida,11.23,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Noida,10.55,16.50 Km/l,1199 cc
Honda,City,Sedan5,1.5 VX-R CVT,Petrol,Automatic, Pune,18.14,17.80 Km/l,1498 cc
Honda,Amaze (2021-2024),Sedan5,1.2 VX-R MT Petrol,Petrol,Manual, Pune,10.63,18.60 Km/l,1199 cc
Honda,Elevate,SUV5,V-R CVT,Petrol,Automatic, Pune,16.58,15.31 Km/l,1498 cc
Honda,Amaze,Sedan5,V,Petrol,Manual, Pune,9.42,18.60 Km/l,1199 cc
Honda,City (2020-2023),Sedan5,1.5 V CVT Petrol,Petrol,Automatic, Pune,15.97,17.80 Km/l,1498 cc
Honda,Jazz (2020-2023),Hatchback5,VX CVT Petrol,Petrol,Automatic, Pune,11.52,16.60 Km/l,1199 cc
Honda,WR-V (2020-2023),SUV5,SV MT Petrol,Petrol,Manual, Pune,10.83,16.50 Km/l,1199 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Ahmedabad,1.33,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Ahmedabad,2.38,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Ahmedabad,1.11,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Ahmedabad,1.72,12,2995 cc
Audi,A6,Sedan5,Technology 45 TFSI,Petrol,Automatic, Ahmedabad,77.2,14.00 Km/l,1984 cc
Audi,Q5,SUV5,Technology 45 TFSI,Petrol,Automatic, Ahmedabad,75.16,13.40 Km/l,1984 cc
Audi,Q8 e-tron,SUV5,50,Electric,Automatic, Ahmedabad,1.2,600.00 Km/full charge,114000 watt
Audi,Q8 Sportback e-tron,Sedan5,55,Electric,Automatic, Ahmedabad,1.39,600.00 Km/full charge,114000 watt
Audi,S5 Sportback,Coupe5,3.0 TFSI Quattro,Petrol,Automatic, Ahmedabad,82.05,10.60 Km/l,2994 cc
Audi,Q3,SUV5,40 TFSI Premium Plus,Petrol,Automatic, Ahmedabad,57.79,14.93 Km/l,1984 cc
Audi,A4,Sedan5,Technology 40 TFSI,Petrol,Automatic, Ahmedabad,64.3,17.40 Km/l,1984 cc
Audi,e-tron,SUV5,55,Electric,Automatic, Ahmedabad,1.25,484.00 Km/full charge,95000 watt
Audi,e-tron GT,Sedan5,S,Electric,Automatic, Ahmedabad,1.82,,
Audi,Q3 Sportback,SUV5,Technology Plus S-line,Petrol,Automatic, Ahmedabad,64.64,14.93 Km/l,1984 cc
Audi,RS5,Coupe5,Sportback,Petrol,Automatic, Ahmedabad,1.28,10.80 Km/l,2894 cc
Audi,Q8,SUV5,55 TFSI quattro,Petrol,Automatic, Ahmedabad,1.23,9.80 Km/l,2995 cc
Audi,e-tron Sportback,SUV5,55 Technology,Electric,Automatic, Bangalore,1.43,484.00 Km/full charge,95000 watt
Audi,RS Q8,SUV5,4.0L TFSI,Petrol,Automatic, Bangalore,2.73,8.00 Km/l,3996 cc
Audi,Q7,SUV7,Technology,Petrol,Automatic, Bangalore,1.24,11.20 Km/l,2995 cc
Audi,A8 L,Sedan4,Technology,Hybrid,Automatic, Bangalore,1.89,12,2995 cc
